timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature
2020-02-28 13:50:16-06:00,34.11739842966199,-118.55482449755073,26.56663,539.0,5195,14.076,14076.0,159,,,32
2020-02-28 13:50:17-06:00,34.11736959591508,-118.55483648367226,26.57001,539.0,5195,14.1084,14108.4,159,,,32
2020-02-28 13:50:18-06:00,34.117325423285365,-118.55485450476408,26.57518,539.2,5196,14.1768,14176.800000000001,159,,,32
2020-02-28 13:50:19-06:00,34.117288710549474,-118.5548656526953,26.57938,539.4000000000001,5197,14.31,14310.0,160,,,32
2020-02-28 13:50:20-06:00,34.117254512384534,-118.55487344786525,26.58325,539.8,5199,14.31,14310.0,160,,,32
2020-02-28 13:50:21-06:00,34.11722073331475,-118.55487738735974,26.58701,540.0,5200,14.31,14310.0,160,,,32
2020-02-28 13:50:22-06:00,34.1171838529408,-118.55488174594939,26.591060000000002,540.2,5201,14.31,14310.0,160,,,32
2020-02-28 13:50:23-06:00,34.11714873276651,-118.55487763881683,26.59497,540.2,5201,14.0076,14007.6,160,,,32
2020-02-28 13:50:24-06:00,34.11711663007736,-118.55486707761884,26.59866,540.5999999999999,5203,13.975200000000001,13975.2,160,,,32
2020-02-28 13:50:25-06:00,34.117087461054325,-118.55484972707927,26.602259999999998,540.5999999999999,5203,13.975200000000001,13975.2,162,,,32
2020-02-28 13:50:26-06:00,34.117059549316764,-118.55482617393136,26.60596,540.8,5204,13.9068,13906.800000000001,162,,,32
2020-02-28 13:50:27-06:00,34.1170369181782,-118.55479591526091,26.609689999999997,541.0,5205,13.7376,13737.6,161,,,32
2020-02-28 13:50:28-06:00,34.117019064724445,-118.55475987307727,26.61356,541.2,5206,13.7376,13737.6,161,,,32
2020-02-28 13:50:29-06:00,34.11700322292745,-118.55472064577043,26.61753,541.5999999999999,5208,13.7376,13737.6,161,,,32
2020-02-28 13:50:30-06:00,34.116993667557836,-118.55467664077878,26.6217,541.8,5209,13.7376,13737.6,161,,,32
2020-02-28 13:50:31-06:00,34.1169885545969,-118.55463079176843,26.625970000000002,542.2,5211,13.9068,13906.800000000001,160,,,32
2020-02-28 13:50:32-06:00,34.11698419600725,-118.55458536185324,26.63019,542.4000000000001,5212,13.975200000000001,13975.2,160,,,32
2020-02-28 13:50:33-06:00,34.116980424150825,-118.55454144068062,26.634259999999998,542.5999999999999,5213,14.04,14040.0,161,,,32
2020-02-28 13:50:34-06:00,34.116976568475366,-118.55449860915542,26.638240000000003,542.5999999999999,5213,14.04,14040.0,161,,,32
2020-02-28 13:50:35-06:00,34.11697497591376,-118.55445594526827,26.64215,542.5999999999999,5213,14.04,14040.0,160,,,32
2020-02-28 13:50:36-06:00,34.11697614938021,-118.55441420339048,26.64599,542.8,5214,14.04,14040.0,161,,,32
2020-02-28 13:50:37-06:00,34.11697195842862,-118.55437212623656,26.649849999999997,542.8,5214,14.1768,14176.800000000001,161,,,32
2020-02-28 13:50:38-06:00,34.11696013994515,-118.55433289892972,26.65363,542.8,5214,14.1768,14176.800000000001,160,,,32
2020-02-28 13:50:39-06:00,34.11693926900625,-118.55429979041219,26.657400000000003,543.0,5215,14.1408,14140.800000000001,160,,,32
2020-02-28 13:50:40-06:00,34.11691127344966,-118.55427573435009,26.66117,543.0,5215,14.1408,14140.800000000001,160,,,32
2020-02-28 13:50:41-06:00,34.11687707528472,-118.55426131747663,26.66514,543.2,5216,14.1408,14140.800000000001,160,,,32
2020-02-28 13:50:42-06:00,34.116841703653336,-118.5542580485344,26.669040000000003,543.5999999999999,5218,14.1408,14140.800000000001,160,,,32
2020-02-28 13:50:43-06:00,34.11680633202195,-118.55426081456244,26.67297,544.0,5220,14.076,14076.0,160,,,32
2020-02-28 13:50:44-06:00,34.11676970310509,-118.55426425114274,26.677049999999998,544.0,5220,14.1408,14140.800000000001,160,,,32
2020-02-28 13:50:45-06:00,34.11673181690276,-118.55426768772304,26.68125,544.4000000000001,5222,14.1768,14176.800000000001,160,,,32
2020-02-28 13:50:46-06:00,34.116695523262024,-118.55426802299917,26.68527,544.4000000000001,5222,14.209200000000001,14209.2,160,,,32
2020-02-28 13:50:47-06:00,34.11665973253548,-118.5542662627995,26.68924,544.8,5224,14.2416,14241.6,160,,,32
2020-02-28 13:50:48-06:00,34.116624109447,-118.55426659807563,26.693189999999998,544.8,5224,14.277600000000001,14277.6,160,,,32
2020-02-28 13:50:49-06:00,34.116587648168206,-118.55426886118948,26.69724,545.2,5226,14.4108,14410.800000000001,160,,,32
2020-02-28 13:50:50-06:00,34.116551438346505,-118.55427506379783,26.70129,545.2,5226,14.4108,14410.800000000001,161,,,32
2020-02-28 13:50:51-06:00,34.116514725610614,-118.55428235605359,26.70541,545.5999999999999,5228,14.4108,14410.800000000001,161,,,32
2020-02-28 13:50:52-06:00,34.11647885106504,-118.55429308488965,26.7095,545.5999999999999,5228,14.4792,14479.2,161,,,32
2020-02-28 13:50:53-06:00,34.11644322797656,-118.5543075017631,26.713669999999997,545.8,5229,14.5116,14511.6,161,,,32
2020-02-28 13:50:54-06:00,34.116406850516796,-118.554323092103,26.717950000000002,546.0,5230,14.644799999999998,14644.800000000001,160,,,32
2020-02-28 13:50:55-06:00,34.11637122742832,-118.55433826334774,26.72214,546.0,5230,14.644799999999998,14644.800000000001,160,,,32
2020-02-28 13:50:56-06:00,34.116334514692426,-118.55435150675476,26.72639,546.2,5231,14.7816,14781.6,160,,,32
2020-02-28 13:50:57-06:00,34.11629654467106,-118.55436374433339,26.73075,546.2,5231,14.9148,14914.800000000001,158,,,32
2020-02-28 13:50:58-06:00,34.11625932902098,-118.55437505990267,26.735,546.4000000000001,5232,14.9148,14914.800000000001,158,,,32
2020-02-28 13:50:59-06:00,34.11622270010412,-118.55438553728163,26.73918,546.4000000000001,5232,14.9472,14947.2,157,,,32
2020-02-28 13:51:00-06:00,34.116185903549194,-118.55439291335642,26.74331,546.5999999999999,5233,14.9796,14979.6,157,,,31
2020-02-28 13:51:01-06:00,34.11614726297557,-118.55439802631736,26.747619999999998,546.8,5234,15.048,15048.0,157,,,31
2020-02-28 13:51:02-06:00,34.11610904149711,-118.5544028878212,26.75189,547.0,5235,15.080400000000001,15080.4,157,,,31
2020-02-28 13:51:03-06:00,34.116071071475744,-118.55440699495375,26.75611,547.2,5236,15.181199999999999,15181.2,156,,,31
2020-02-28 13:51:04-06:00,34.116032011806965,-118.55441445484757,26.7605,547.2,5236,15.181199999999999,15181.2,156,,,31
2020-02-28 13:51:05-06:00,34.11599479615688,-118.55442199856043,26.764689999999998,547.4000000000001,5237,15.181199999999999,15181.2,157,,,31
2020-02-28 13:51:06-06:00,34.11595741286874,-118.55443138629198,26.768919999999998,547.5999999999999,5238,15.181199999999999,15181.2,157,,,31
2020-02-28 13:51:07-06:00,34.11592095158994,-118.55444211512804,26.77309,547.5999999999999,5238,15.181199999999999,15181.2,156,,,31
2020-02-28 13:51:08-06:00,34.1158851608634,-118.55445276014507,26.77718,547.8,5239,15.181199999999999,15181.2,156,,,31
2020-02-28 13:51:09-06:00,34.11584853194654,-118.55446323752403,26.78135,547.5999999999999,5238,15.181199999999999,15181.2,156,,,31
2020-02-28 13:51:10-06:00,34.11581140011549,-118.55447052977979,26.78552,547.8,5239,15.181199999999999,15181.2,155,,,31
2020-02-28 13:51:11-06:00,34.11577326245606,-118.55447438545525,26.789759999999998,548.0,5240,15.181199999999999,15181.2,155,,,31
2020-02-28 13:51:12-06:00,34.11573361605406,-118.55448008514941,26.79419,548.2,5241,15.181199999999999,15181.2,153,,,31
2020-02-28 13:51:13-06:00,34.11569497548044,-118.55448461137712,26.7985,548.4000000000001,5242,15.148800000000001,15148.800000000001,154,,,31
2020-02-28 13:51:14-06:00,34.11565692164004,-118.55448871850967,26.80274,548.5999999999999,5243,15.1164,15116.4,154,,,31
2020-02-28 13:51:15-06:00,34.11561953835189,-118.55449450202286,26.80691,548.8,5244,15.1164,15116.4,154,,,31
2020-02-28 13:51:16-06:00,34.11558165214956,-118.55450179427862,26.811169999999997,549.0,5245,15.1164,15116.4,155,,,31
2020-02-28 13:51:17-06:00,34.115545274689794,-118.55451084673405,26.815279999999998,549.2,5246,15.1164,15116.4,155,,,31
2020-02-28 13:51:18-06:00,34.11551032215357,-118.55452291667461,26.81931,549.4000000000001,5247,15.1164,15116.4,154,,,31
2020-02-28 13:51:19-06:00,34.11547386087477,-118.55453498661518,26.82351,549.4000000000001,5247,15.1164,15116.4,154,,,31
2020-02-28 13:51:20-06:00,34.1154361423105,-118.5545429494232,26.827740000000002,549.5999999999999,5248,15.1164,15116.4,153,,,31
2020-02-28 13:51:21-06:00,34.115398759022355,-118.55454227887094,26.83183,549.8,5249,15.080400000000001,15080.4,153,,,31
2020-02-28 13:51:22-06:00,34.1153618786484,-118.55453071184456,26.83604,550.0,5250,15.048,15048.0,153,,,31
2020-02-28 13:51:23-06:00,34.11532818339765,-118.55451202020049,26.84011,550.2,5251,15.048,15048.0,153,,,31
2020-02-28 13:51:24-06:00,34.115300020202994,-118.55448603630066,26.84402,550.4000000000001,5252,15.048,15048.0,154,,,31
